index,gc_collection_count,gc_collection_time,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_TotalTimeMs,network_request_FetchFollower_TotalTimeMs,network_request_Fetch_MessageConversionsTimeMs,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_open_fd_count,os_process_cpu_time,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_replica_fetcher_MinFetchRate,server_replica_manager_LeaderCount,server_replica_manager_PartitionCount,threading_daemon_thread_count,threading_peak_thread_count,threading_thread_count
4,58448961624109.98,62496446100784.5,193.94550170898438,68.48107681274413,0.7224452582259123,92.64899350276787,93.33159326797758,46.41416077620824,0.9980576437953526,0.9935642427561101,215.0,301167941.466808,19.13872333800071,46.48088039127326,0.37975986066174366,0.6092759222230113,37.09833781742387,1.0,4.0,40.0,85.0,85.0
670,24055416186413.562,22128595658611.074,296.1969702584403,60.235602787562776,1.0376768437836776,36.39660855235489,37.43417223217615,9.099140734659656,0.9930718389363593,0.994626311535197,157.92857142857142,186365276.75286612,5.5331439030098215,18.171499441578824,0.7897062567385312,0.9377448972685702,8.741827471233945,2.0,6.0,35.285714285714285,62.214285714285715,62.214285714285715
337,63471870575410.43,58725312717824.25,263.8302188449436,58.504421657986114,0.5638785581496526,17.00075598791095,17.56467170868838,8.500382019619899,0.8882752908980662,0.8853586334494877,180.44444444444446,173025583.6076931,1995.9863788713265,9.518727799386623,0.39236199662943005,0.6351637690321045,7.867406020142247,1.0,4.0,41.77777777777778,79.11111111111111,79.11111111111111
5,61020599275367.99,56464812331279.29,464.62637583414715,63.383367458979286,1.5256279494923737,182.80061069832365,184.3483448313908,18.284029686100535,0.9968844031367681,0.9923841711545345,231.0,312121325.1106309,13925.312084993333,91.30440633939891,0.5545627260375593,0.9460198641124639,16.221390957447948,5.0,14.0,39.0,82.0,82.0
671,25244347125768.895,26610485440982.883,321.5559687614441,66.52859306335449,1.7077555818190875,81.08103216215277,82.7820690121865,20.27555577401487,0.9622981960273128,0.9412232291600529,174.0,286213969.0365447,5.7240412992051874,40.552753528213884,0.9247675901546615,1.2705718471656977,18.624928205955392,2.0,5.0,29.0,61.0,61.0
338,76292104619145.03,80658495141699.77,310.40310434194714,52.59543602283184,0.8599067263963943,63.829487079420836,64.60796523689316,10.624673362259083,0.9493314078048877,0.994126754803865,187.0,290389390.82808584,5.295141947870916,31.833419211581614,0.5566123019274883,0.7077257426910329,9.438324137401956,3.0,8.0,43.0,76.0,76.0
672,33152448422861.535,30642737809546.355,237.04514803205217,62.03893552507673,1.1979146607822622,33.510114501984816,34.70477552438247,16.754501877769695,0.9953742182226012,0.9919047993056272,162.57142857142858,194172415.38003626,554.0055537297532,16.754702788984623,0.7623684983348317,0.8858251643968889,15.34427628552616,1.0,3.0,35.0,68.0,68.0
6,63571951398392.914,60516403767909.3,189.45865924541766,56.91613402733436,1.3307309298877636,75.75704569495157,77.13014909007562,9.469573845012214,0.984692963463165,0.994585336036218,190.0,300560207.0335476,0.0,37.81809689303914,0.583306435905522,0.8140686280443439,8.699523662526959,4.0,12.0,42.0,73.0,73.0
339,71350606622512.84,70662263767285.62,364.55526968149036,58.2696596292349,1.5176767546367516,47.145861050101836,48.66580347068023,11.809674981931861,0.9975433429575008,0.9931064834944606,198.0,281307879.2313243,11420.84138869977,47.29005365831236,0.42964233279006964,0.5140445865965452,10.746087370240192,4.0,13.0,37.0,73.0,73.0
673,28111133230945.668,35205448735823.12,261.37170682634627,63.66741827556065,1.1087165958086558,102.85940498894446,104.01775341829163,25.713797389091322,0.9903068232939815,0.9903224487311217,190.0,255778199.34274107,1004.6690928809629,51.40154442568861,0.645655826143423,0.8415519014821989,23.449466133379648,2.0,7.0,35.0,70.0,70.0
7,56442068731521.7,43676796313825.25,419.9014256795247,55.06118055979411,1.0347660915639794,52.84541577678487,53.85245173747291,13.21750317918364,0.99847562296548,0.9951359699571759,201.0,245285026.83955377,6.897589018633446,26.381424125050366,0.7201847738995198,0.9287933842528716,11.618651848871831,2.0,5.0,41.0,81.0,81.0
340,69703004106184.04,53671467768464.93,267.7467312282986,59.45677015516493,0.6948882134728267,16.1366805265938,16.812376531777446,8.06838142093208,0.99955300193281,0.9927841179861923,207.0,193978043.2028449,1.8002789808416557,8.127497523592936,0.36267922756174836,0.5743258598159802,7.540565649645698,1.0,4.0,34.0,77.0,77.0
8,63658864102094.83,60592148379540.83,394.556765965053,61.37165287562779,1.0222935827215072,39.25157332126074,40.2797011411984,9.814249899267406,0.9618783331934557,0.9945305185944661,180.0,213645066.3209717,4720.869075782247,19.627897304679543,0.7364199598037555,1.0187702067944826,9.158801163569674,2.0,5.0,40.0,73.0,73.0
674,32808687980666.84,30294026853954.01,320.61619901657104,58.469953536987305,1.0085953453046868,46.71845054256123,47.72605481901425,23.35872112804254,0.9669134624924607,0.9726828989724248,211.25,243966813.19176602,2499.633232245186,23.360075189657074,0.7671146752583615,0.8646138949026952,21.28714405789293,1.0,3.0,30.0,75.0,75.0
341,76672480022601.53,76912246593446.77,354.17063962496246,61.47334406926082,2.0128132311416076,18.424881657924786,20.453571649462848,9.213552305718679,0.9910407206890267,0.995677521910141,184.07692307692307,245487039.62918493,5.692418374872469,36.85535648284527,0.5093241940666219,0.6673004915548676,7.9570555944666435,4.0,12.0,48.0,82.0,82.0
675,22466557544571.355,23710028531775.152,360.1326975822449,57.36327683925629,1.0503534932651961,26.98836301938759,28.068152347395188,13.494379504313862,0.9575878400888982,0.9947078495404895,161.0,217606058.5938971,4.724955307881787,40.48557265124195,0.6853173463582719,0.8782976363051134,12.878827009371031,3.0,10.0,43.0,69.0,69.0
9,61227650921333.836,52119811137534.96,195.3019048055013,67.82691345214843,2.006951190415945,65.69926295017447,67.70617721848619,10.958371040643515,0.999036421220327,0.9946209145356436,234.06666666666666,317953202.4980992,9902.748501847525,32.82725888881681,0.5718783218274146,0.7192986461487049,9.980512141202272,3.0,9.0,42.0,90.0,90.0
342,59829716305129.086,71667284388438.1,416.6981723491962,63.81771498460036,0.995125136214685,95.07506745919588,96.06324908331096,15.845843019537723,0.9983128799155978,0.9722568989546913,227.07692307692307,317159299.70747906,7770.484886401446,47.49808963321737,0.676119881694738,0.7924484109846962,14.358355317742333,3.0,7.0,31.0,78.0,78.0
676,32034529211823.664,34749964212844.883,258.07422583443775,62.22009869984218,1.53480048573955,57.79155564317811,59.35368050281009,28.916249131107538,0.9865038250646647,0.9389106110056308,159.0,253796880.01148772,2597.628406275807,86.7327414436587,0.8162088797441783,0.9610510456342969,26.142195029080607,3.0,8.0,29.0,55.0,55.0
10,56869823230994.055,57182439872453.01,268.5813527107239,59.45828574895859,1.106837216686304,118.77008676461963,119.87091485552526,19.828945193138306,0.9937371573672407,0.9955587286627073,201.0625,298929730.92438227,0.0,59.48205846597316,0.5157508907772813,0.6176765688407171,17.723394903122735,3.0,9.0,49.0,86.0,86.0
343,57960053509482.92,66818642708907.95,344.45247767521784,66.30261817345253,1.006522737052906,56.47198658038717,57.47747351616186,14.117736771683159,0.9987793178828397,0.9953229027001348,211.0,279215836.1790313,4806.663605770688,28.204768742578537,0.8521374471987815,1.0046191621018576,13.072335301579521,2.0,4.0,46.0,90.0,90.0
677,31687142107388.816,37654050239432.24,549.2803853352865,65.90314483642578,1.5381594601887147,18.24694458010844,19.785094768031325,9.13902709797136,0.9992544531141498,0.9957740078295151,217.0,199435969.03239283,0.0,36.617336589240146,0.7602075810084344,1.042896485735911,8.574670853035387,4.0,12.0,51.0,95.0,95.0
11,59393632041252.625,63924127671245.91,199.32523769802518,58.22836547427707,0.7875960914672819,29.33993212501569,30.251687912857545,14.743866921535945,0.9990052569698972,0.9938780365763661,207.0,241620487.1233672,0.0,14.719483090724879,0.45148068810913444,0.6917256681625267,13.584488681558632,1.0,4.0,36.0,80.0,80.0
344,63581201343616.195,66852698522655.375,398.6864213209886,62.65008596273569,0.795391515005421,91.75242457903386,92.5473023786232,45.929282607667005,0.9979391009800344,0.9705846723078112,211.0,335588631.74203926,2616.264949620808,45.91447788979094,0.6300176582143837,0.7922256083469,38.766703615312004,1.0,3.0,31.0,76.0,76.0
12,60894504397051.83,61926881254135.69,293.267915725708,65.31690263748169,1.147397014722455,90.14978429869237,91.29719472318615,11.271765385169157,0.9641379456224454,0.9952117137369326,219.0,293003933.7675805,8289.138339920937,45.150650730607296,0.515088519381576,0.6240440351263302,10.165104388829816,4.0,13.0,46.0,86.0,86.0
678,27262584174337.727,24388057295100.4,296.47322845458984,54.49772495031357,1.3382893419500363,28.65957236369093,29.998158820259274,14.329960727432825,0.96644241151923,0.9949938586244461,207.0625,229620624.42844144,10.632564020758132,43.021741160808574,0.8515325947780783,1.0009719356329518,13.224329001667106,3.0,8.0,45.0,87.0,87.0
345,57310884835382.85,59207340131468.73,310.778564453125,56.43960978768089,0.9119472156001405,84.30319087299846,85.21543653547675,42.16745833523234,0.9981601176645962,0.9950916711057033,220.0,334016660.0520396,2375.7032002265637,42.167687235102896,0.6445385246157371,0.911276677519568,36.65442364940321,1.0,3.0,44.0,92.0,92.0
13,56092924143259.11,60613995136529.48,342.9869213104248,69.69357490539551,0.7913749568868699,150.725250007542,151.45731459351208,37.83154592766381,0.9953756405843865,0.9959273672872577,202.0,326823229.7866117,28.49071045285,75.56206368789461,0.41540528856715,0.47872693453727133,31.512427206350136,2.0,7.0,50.0,89.0,89.0
679,31844749427007.008,33772808678445.453,314.0812759399414,65.53801879882812,1.2250806176491857,36.86948841722217,38.094509972128506,18.434730943960567,0.9797830199079597,0.993707264732855,153.06666666666666,239123705.51811966,946.2614777213734,36.84626342556101,0.9211541411920834,1.0731468398597874,16.823888050497512,2.0,5.0,37.0,62.0,62.0
346,66289315145000.04,65863609513094.64,500.27564415564905,56.33728071359488,0.9612888504342038,54.330948827581665,55.29231375374623,9.055158507411816,0.9644028764600657,0.960621584720242,193.0,299319990.7373296,0.0,36.22194059626299,0.4650213473012521,0.5216402793866128,8.357301093164805,4.0,13.0,29.0,63.0,63.0
14,47072763402664.56,48196278027671.64,358.66041469573975,54.44688206911087,1.4164429960994775,18.11781706251996,19.534247515683127,9.05890608512117,0.9708143078805823,0.9961244319896689,190.125,203551513.07522964,4196.747957897515,18.10790208383927,0.5962735543585409,0.7594922067680222,8.277954014604894,2.0,6.0,51.0,88.0,88.0
680,33760403163605.17,29788943546646.48,270.7820391654968,59.48319613933563,0.9854296545269536,157.94626522747802,158.9051987613912,79.07591938908116,0.9911875374588339,0.993302842090226,175.0,302555972.88197213,7534.888277053163,157.0967164714823,0.6921129403603637,0.7813075532614424,62.43587772462253,2.0,6.0,41.0,73.0,73.0
347,56078613587437.66,50025130201972.63,352.65251020951706,63.91425947709517,0.9108973820024019,179.77748232927073,180.63921884983893,45.03828193085139,0.8968521734492918,0.8438674014491994,180.9090909090909,328961289.6151182,26600.27181480811,134.54021207686745,0.41634103106009024,0.5980202986906413,38.05680489180922,3.0,11.0,27.272727272727273,60.0,60.0
15,56989183215289.5,61646998791634.25,322.17012074788414,60.98676846822103,0.39667926032378126,735.0358008877439,735.4009628657932,370.39036275380295,0.9900227759585506,0.940209253837216,196.13333333333333,489618972.10414547,28517.34837196495,370.46901008707476,0.27568070789882404,0.2877958871550597,285.25900885740054,1.0,3.0,31.0,71.0,71.0
681,25602465715784.164,21702996533329.05,445.86663600376676,57.84498528071812,1.2766981266521273,130.3975357534693,131.6732980837066,21.73285694015099,0.9575195141823997,0.9946669266139623,190.14285714285714,296937025.1065077,2325.37338289404,65.1544339541019,0.8302363817678,1.1378317952038033,19.85833179315696,3.0,8.0,44.0,78.0,78.0
348,66740126338688.945,66160039065079.1,170.14560422030362,60.25532531738281,0.8961795802523072,45.1574684126408,46.085042627648164,22.578764636007964,0.9970430281707084,0.9951534457305318,161.9090909090909,281220875.5606539,24.07223718092209,67.73589683483534,0.6119250732389229,0.7930806931236192,19.81839417543274,3.0,9.0,44.54545454545455,73.63636363636364,73.63636363636364
16,60965964207683.75,59223636979966.96,394.7004051208496,67.07474263509114,0.7683699167236137,42.87772052260115,43.64592490723774,21.501181209576757,0.9561453114427443,0.9884361154844075,195.0,284793816.86198074,3.4458330356645246,21.46497265786772,0.3956022742388737,0.6229754187175199,19.78320520684494,1.0,4.0,33.0,72.0,72.0
682,22812268117235.65,20351081658240.277,295.1799378828569,66.99331387606534,1.6552438727845311,111.812122976906,113.3490824364781,13.987718599439983,0.9843754348365246,0.9940244538247477,188.0,248212180.457926,0.0,55.88060229762507,0.8353242035820553,1.3854906348255402,12.6976749080131,4.0,11.0,41.0,72.0,72.0
349,72087348923475.6,67861017191946.664,361.20603256225587,68.02109756469727,1.1085435635752696,157.52571878022977,158.63430227284633,19.69930976119125,0.9872162560731941,0.995137609773775,198.0,354980993.8125887,8915.495638437578,78.76467802272298,0.4807429849332345,0.7131486102242635,17.686304747835113,4.0,14.0,46.0,79.0,79.0
17,57507839921620.12,67954758142497.12,381.2500605265299,50.627596346537274,0.6177886153034792,252.110137546583,252.7398071348906,126.81795160699085,0.9929284360284031,0.9851537096598626,187.0,394760708.37372565,12894.401973222026,369.4183934293568,0.3334422590583373,0.3476985862174052,96.39161005858135,3.0,9.0,35.0,70.0,70.0
683,28234312719835.656,29098155852771.3,199.85966110229492,66.5440444946289,1.493078982091606,69.56207272902563,71.05191604491716,11.612580435903325,0.9228310032704851,0.9935046381060103,178.16666666666666,308228277.2481753,10.362768465559332,57.972407861639454,0.8669622721682617,1.3675195820490345,11.132521901315416,5.0,13.0,39.0,67.0,67.0
350,68814859610927.39,61500320393710.15,237.0237243652344,62.403938961029056,1.2355570586378366,89.11884370360316,90.32115754552103,44.54217580485379,0.9916671883892588,0.9916366783325123,183.0,332610059.1571735,38.3885483380126,177.88799906787432,0.6309911832139795,1.0269578081734816,38.60160812322003,4.0,11.0,38.0,71.0,71.0
18,59778901562962.57,61061470067603.35,242.01620178222657,61.901422055562335,0.7675861745771645,34.36567384522936,35.13345854653297,17.185168426913528,0.9990548670646912,0.9953461299233693,202.2,232712184.286929,0.0,17.181821226224983,0.5488120457452667,0.6519127700086682,15.406666737961194,1.0,3.0,46.0,88.0,88.0
684,31104076679102.113,32701060972856.617,236.49843454360962,66.86832523345947,1.009756169387599,23.336154120591885,24.347499986559644,11.674849082013523,0.9987058151898581,0.9960592778951334,204.0625,179141482.87210816,135.83601974937298,11.683681393948675,0.5929685435043509,0.6851955554056679,10.817102471084855,1.0,4.0,52.0,93.0,93.0
351,69522253218381.24,68754804181027.375,342.30116682786206,67.13358541635367,1.5702929844500628,51.693683416325094,53.26391464493896,25.846805388994326,0.9853772419277906,0.9934767213482095,195.0,286208907.31634116,9142.365418772884,77.54077629320344,0.6551863501692222,0.8878320019894445,23.247849476729495,3.0,8.0,37.0,75.0,75.0
19,65132874751281.22,63808821614440.805,271.3864454789595,60.22215054251931,0.9347381753595095,67.9868188562349,68.98354218897477,17.01438414179717,0.9520899062862551,0.9540396013261598,209.0909090909091,296785054.00282973,5783.995397073994,33.9500307519101,0.5644155339497926,0.9301835745901531,14.953844048730089,2.0,6.0,29.727272727272727,71.72727272727273,71.72727272727273
685,31943860716881.902,33058169450328.96,431.335186958313,64.06684017181396,2.004732634191263,170.2922833254769,172.2944950415564,28.3968826226454,0.9347844989753871,0.9904021877007126,178.0625,288799519.3901301,0.0,113.628489082161,0.8729488002292813,1.031448993823843,25.87037055147808,4.0,10.0,36.0,65.0,65.0
352,53934773393687.96,53285099054845.375,575.158324608436,52.778290235079254,2.039808670523784,128.5298073746398,130.5696229646507,16.06622560328171,0.9981819411107846,0.993325704792438,239.0,341561020.8024732,30.112673156129464,64.27014903744106,0.579495046601659,0.7669584112817789,14.27652491698506,4.0,11.0,39.0,87.0,87.0
20,56849919881265.18,64073802726549.0,200.9125718336839,61.79706397423377,1.2736475169018855,89.49091681915208,90.76446272615908,14.915139313419683,0.9147346304108991,0.9184637922355593,159.84615384615384,258020431.96497408,3226.3876923076923,44.70691114805679,0.73023092476422,1.014095064398507,13.672572639025372,3.0,7.0,37.84615384615385,64.61538461538461,64.61538461538461
686,48188198925341.45,51182811199000.87,277.50690108079175,64.51659275935246,1.1651266645090153,31.25367404040654,32.432657994514905,15.626913773344654,0.9578018838600714,0.993961264184043,172.0,211390818.3932605,2366.1226674746863,15.61270045659567,0.7920126796738833,1.0630273505359131,14.322489166584955,1.0,3.0,37.0,69.0,69.0
21,60727563478116.555,64487798522900.555,408.3136912027995,62.04304453531901,0.9718420007385684,38.129608245875,39.10322534907774,19.08531823236088,0.9936202049181542,0.9755794489587435,163.06666666666666,246692248.15364376,6452.775384615387,57.2539109289198,0.5309886298625893,0.5943294292170033,16.93516342758449,3.0,9.0,30.0,58.0,58.0
353,63628491265584.21,60325510338650.18,548.1846141815186,54.26047499974569,0.5644113542109797,884.9808816022936,885.4853956644218,162.7429034237811,0.9866617975452194,0.9759339125247614,234.0,696205686.3426142,93081.63594410848,566.8108643581207,0.4002071742045248,0.4462241545284555,118.80957554611467,4.0,12.0,36.0,83.0,83.0
687,39539044680528.77,35445228597581.336,424.8161816596985,58.98974370956421,0.9982968907779289,30.539173870821063,31.536231452545213,15.29161017564645,0.9923452200411205,0.9885805434993968,169.0625,190722140.1654939,4246.5708059663,15.280175764056812,0.7828499636626044,0.8769330632516352,14.139232466108588,1.0,3.0,33.0,64.0,64.0
22,52129284809474.9,54551089076102.9,303.0938061305455,57.75908708572388,0.852567789185588,39.956776984219765,40.85742297618493,9.989195595763574,0.9995606556608544,0.9881588726507591,214.5,215860627.146887,0.0,20.009892142863116,0.5297148846428933,0.6502372399226729,9.229295505490908,2.0,7.0,32.0,81.0,81.0
354,69703305464544.695,76638080084772.36,348.73498604514384,69.94868607954545,0.7911122190451952,261.744206999691,262.5379851082997,65.66155497575238,0.995029388252803,0.9912824635756121,219.0,422144875.2322809,17960.66995434962,131.0437236524021,0.5096491944985506,0.6988066253261297,51.82377081574993,2.0,7.0,39.0,84.0,84.0
688,47936409871576.3,52514939435128.08,418.8642797470093,58.34661626815796,1.375931491361073,48.62662570822823,50.002156985715104,12.156590677222376,0.9731427889233615,0.9952226711306971,198.0,219075944.43766683,0.0,24.31264431961607,0.9363913184832271,1.1894945451715984,11.654181580987462,2.0,5.0,44.0,83.0,83.0
23,59199828108089.68,59783570949391.01,250.12709093093872,67.13756656646729,0.8161014869906698,25.54663234576404,26.36487129141745,12.785459704820274,0.998714560843476,0.9962150026741176,190.125,200175215.62247276,1.6729052163463687,12.784973253259881,0.579060048993542,0.6944001680850984,11.531980408079825,1.0,3.0,51.0,89.0,89.0
689,29970939558693.363,36158985672777.5,461.9630184173584,59.44282907247543,1.7968469594783012,42.52693517392974,44.32849586072879,10.631752284674914,0.9618277593914781,0.9949044151266191,185.125,232826111.775937,936.2285714285688,21.287140619799025,0.7707124948155193,1.0366864093098989,9.904955443464754,2.0,6.0,45.0,79.0,79.0
355,56485002753966.375,41517474585553.625,274.90690143291766,64.44037562150221,0.7549336999283475,120.70879114077061,121.42544023269876,30.183953081487765,0.9900949358047323,0.9950442606429399,188.0,354537152.9389893,13962.693428839646,90.48405744086674,0.6002027130460761,0.7074201448577407,27.021039462955954,3.0,9.0,45.0,79.0,79.0
24,58977322341535.23,68163349520326.55,437.7373784383138,66.81000061035157,0.9107280421730934,234.57569817732318,235.54323794017904,58.88395771162017,0.9878615447870529,0.9944447333882235,196.06666666666666,344343152.13648623,80.86100485716446,290.56255530792885,0.4207689215134958,0.4809595797369208,50.98848978129343,5.0,14.0,49.0,83.0,83.0
690,29796004710749.63,26647191594874.17,339.96824822059045,58.21229142409105,0.9725634839713048,329.0141096172328,330.0412877269098,54.86149913919024,0.833538061550848,0.8421634883983492,173.46153846153845,303325803.10117924,6354.315829816316,195.81824353922974,0.5494943366464595,0.7166930812284876,53.116649195689206,2.769230769230769,10.153846153846153,42.30769230769231,73.61538461538461,73.61538461538461
356,72338305082469.66,72172520150345.06,326.69647216796875,67.45130157470703,1.040395971739404,135.67224373457952,136.71414026529402,22.612206649434206,0.9901456383299595,0.99445953086793,181.0,348091019.2007392,14887.871309320604,67.87609748423827,0.677349359872334,0.851668347458271,20.18893291126225,3.0,8.0,40.0,72.0,72.0
25,62714816298332.36,59391706515464.12,281.75252628326416,61.569906651973724,1.0387790571812667,20.124017832922487,21.162783868937094,10.073197124873525,0.9673051297226757,0.9936352515839066,190.0,219941849.5236228,4099.988387773822,30.210640726884694,0.5825636356190227,0.7514631068886113,9.221618897277942,3.0,9.0,36.0,73.0,73.0
691,26169966540597.625,33247251643904.543,354.16396141052246,69.10420083999634,1.0611337066634356,117.5837193694808,118.64497665290794,19.609551149756193,0.9647888753676758,0.9948568683703449,228.0,299805655.4973288,0.0,58.82864231679636,0.7258771935007788,0.8245037384562467,18.127424111580765,3.0,9.0,43.0,88.0,88.0
357,61565499166236.0,64961508344012.51,274.8693659855769,62.72255413348858,1.6372592291160495,78.92626875518235,80.56351279494,13.154377519656153,0.9985520742665225,0.9955279629547895,232.0,313243103.073842,0.0,39.46087237326345,0.41318263735638083,0.48422872045088483,11.778548556580908,3.0,11.0,48.0,95.0,95.0
26,67399759370227.32,60878235318786.39,310.56259765625,56.772864723205565,0.7167074784042599,20.49722906624405,21.21393586770079,10.248614221519695,0.9995947941313248,0.9937114898179086,216.06666666666666,189692901.6314523,2.8676909724502537,10.26109773404482,0.47516246386147565,0.5127589802927713,9.567495596983331,1.0,4.0,36.0,83.0,83.0
692,27652778800653.67,30082612741707.105,261.2956886291504,57.384957671165466,1.0157582692177047,39.15473597242651,40.17210150345784,9.788873624568648,0.9615499650056125,0.9941076357043396,175.0,218733630.82284224,1134.8225108225124,19.605828421007917,0.6693124462818542,0.8039694498047008,9.264670635929862,2.0,7.0,38.0,68.0,68.0
358,60343673204000.39,65319198154887.664,477.3441637479342,56.19913123204158,1.3019465680864135,51.973207309911274,53.27487176902001,12.993225088977344,0.9945618204160898,0.9934779202355306,186.0,265723623.00068948,0.0,25.988040477830147,0.6710410000767525,0.8043881611754717,11.271311486662022,2.0,5.0,37.0,72.0,72.0
27,60998586372733.08,63622987605592.44,273.24138355255127,68.9197850227356,1.6670792460541217,77.10710563332206,78.76545177593408,12.870096239840187,0.9672352866398326,0.973145461435678,254.0,307689924.87451935,5354.768125858004,38.604357938423895,0.4553030996734764,0.5258148078887661,11.724963287199019,3.0,11.0,31.0,85.0,85.0
693,41529381262174.28,48578786420013.73,205.02886327107748,68.05328432718913,1.3592521456053095,89.23443204549743,90.58843082511311,22.30776051698679,0.9529888816041616,0.9954474212375013,201.0,326323580.0876576,0.0,44.546536300916024,0.9084988941114359,1.3511426462445553,20.15513085155115,2.0,5.0,45.0,85.0,85.0
359,71068771359233.45,74254263511835.38,289.13725515512317,64.2692283483652,1.3613131573103983,268.66724572661974,269.9224612580389,33.60992938340703,0.9959125974544739,0.994947788954619,236.15384615384616,391223529.7905814,9889.310934276462,134.32886911569975,0.6239710657484602,0.7957449886445134,31.138819227850767,4.0,11.0,50.0,97.0,97.0
