index,min,max,median,mean,std,25th,50th,75th,90th,95th,99th
721,0.212210178375,4.07924723625,1.30130195618,1.3297722842813666,0.49876175156354496,0.953289270401,1.30130195618,1.65591955185,1.955486536022,2.1547587871519993,2.7312397670759996
386,0.432032823563,12.4055581093,5.99199914932,6.021211068881736,2.608128110929565,3.897059202195,5.99199914932,8.14566028118,9.547788619996,10.20389266012,11.107045369145998
56,0.29948925972,5.31277942657,2.64396083355,2.6403729010833263,1.132385110491343,1.6970287561425,2.64396083355,3.5824955105750003,4.15973289013,4.415621101856998,4.7716427636121
722,0.176979780197,3.57694244385,1.46915316582,1.4733443155386794,0.6012453272937326,0.982398867607,1.46915316582,1.9577757120150001,2.273131704328,2.43087821007,2.6654997682571993
387,0.318698644638,6.94574356079,2.99678468704,2.9741417020619645,1.170797713576423,2.047740101815,2.99678468704,3.9040253162400003,4.486506271364002,4.786782097816,5.3416912174246
57,0.239240646362,4.24197387695,1.2415492534650001,1.2747163932648184,0.5001237218297799,0.9065775275229999,1.2415492534650001,1.57214182615,1.8496114015599998,2.0656927227999997,2.9604703784005024
723,0.200778245926,4.29202437401,2.1336001157749998,2.13276315154709,0.8811432970140622,1.4125329256099999,2.1336001157749998,2.8513575196225,3.312014865875,3.5376861333829996,3.8452113747554972
388,0.405618429184,10.9075858593,5.32462263107,5.355612493204717,2.3009079988630394,3.49143338203,5.32462263107,7.21797990799,8.46951842308,9.06240987778,9.886261129379998
58,0.232326030731,4.35504150391,1.531123161315,1.5321972039552807,0.6215540756781264,1.0341227054625,1.531123161315,2.00007522106,2.315029311181,2.4917952895194997,3.0543981361401955
724,0.344139814377,10.3306729794,5.031120419505,5.0947170025882365,2.306603223096578,3.1704421639425,5.031120419505,7.017152547837499,8.243032717705,8.7879174709345,9.513581907753201
389,0.390281200409,10.1319043636,4.23843669891,4.233959556076131,1.8174719188698214,2.75243091583,4.23843669891,5.67469644547,6.604496765136,7.083145523072,8.1317262744904
59,0.275847434998,4.62110114098,1.5417467355699999,1.5610103936940203,0.6410645913375662,1.0584461689025,1.5417467355699999,2.017984330655,2.343062162397,2.53209257126,3.3726774334913006
725,1.35881400108,12.2713787556,6.75016856194,6.724649308646164,2.604951852097842,4.598949909210001,6.75016856194,8.91867363453,10.130240249620002,10.858269047719999,11.468237757669998
390,0.382976531982,8.04893946648,3.971188545225,4.007246433407818,1.7021686559947398,2.6209042072299997,3.971188545225,5.394805669785,6.320022058486,6.7549723863605,7.3282859730745
60,0.5020840168,10.6362690926,5.177085042,5.188743765405118,2.2967806972927898,3.254753530025,5.177085042,7.1166144609475,8.277033662794,8.807292389867499,9.5247387552258
726,0.438276529312,7.58061385155,3.86134386063,3.862929548094828,1.660198307011215,2.48787426949,3.86134386063,5.241886258125,6.096698141096,6.4808848142579984,6.9810360050208
391,0.389661073685,7.29203772545,2.861510157585,2.88855635785014,1.2129790498158193,1.9053189158475001,2.861510157585,3.8296512365325004,4.468049263958,4.8096176505044985,5.717094151971307
61,0.409009933472,11.3140003681,5.58645248413,5.656471823494926,2.5684593733195444,3.5076972246149998,5.58645248413,7.81748867035,9.160950756070001,9.729220008848,10.504357457118
727,0.265230178833,2.78454041481,0.94809281826,0.9696583224825938,0.34336267144065624,0.70580232143375,0.94809281826,1.196042060855,1.406947016715,1.544425845145,1.9173690080624999
392,0.481371879578,11.9304931164,5.78297138214,5.84993035211807,2.5738485441670518,3.7302758693699998,5.78297138214,7.9648886919,9.357689952848,9.992149519924,10.861029291138001
62,0.322191953659,3.73443388939,1.2858607769,1.3186006414141442,0.47035778529039773,0.965967655182,1.2858607769,1.60896253586,1.8809816837320001,2.090273666384,2.817824783323202
728,0.482464313507,7.69075083733,3.85201001167,3.871197379316305,1.6655711006164826,2.49130725861,3.85201001167,5.2509329319,6.121388864518001,6.521306896208,7.047418336871201
393,0.752125501633,9.15106272697,4.61732554436,4.6485442071259415,1.9256285466666,3.032997012135,4.61732554436,6.271342039109999,7.2242776393920005,7.715390992167,8.382874488832197
63,0.695242881775,6.14271569252,3.3430852890000002,3.3507699944440588,1.3127772808931883,2.2654237747175,3.3430852890000002,4.4489372372625,5.110814690589,5.4447243928955,5.790626399513
729,0.500194549561,5.52907109261,2.79883277416,2.782645919139647,1.0998455404405942,1.8683879375474999,2.79883277416,3.69574075937,4.227117896079999,4.505314052105,4.91155701876
394,0.254799604416,5.91207671165,2.21885812283,2.2327903598524173,0.9223360564515178,1.490281045435,2.21885812283,2.9488238692274997,3.4361872911430003,3.6940726757060003,4.251829123500704
64,0.193133354187,5.25401067734,1.6111580133449999,1.653717079707702,0.7346987954599277,1.1040367484075,1.6111580133449999,2.10717272758,2.4909311294590006,2.796684861183,4.0857226014168
730,0.639863729477,10.358553648,5.20778632164,5.216052762142239,2.2603639976632564,3.31991827488,5.20778632164,7.11158871651,8.24678349495,8.768208551409998,9.481017289160805
65,0.588797807693,10.1840612888,5.07852983475,5.1378912182530225,2.25449075843873,3.2490588426600002,5.07852983475,7.033802866935,8.193797492982,8.708610796925,9.4168908882116
395,0.438725709915,4.95486116409,1.751028060915,1.779258772320543,0.6405657399036296,1.2927933335325001,1.751028060915,2.1968840360625,2.58554637432,2.8511728644375,3.555121076111003
731,0.224435091019,4.33464956284,2.12221479416,2.1151481492232804,0.8774875592318212,1.39974361658,2.12221479416,2.8294219374625,3.282279324533,3.5075382590319997,3.8148478317271
66,0.344553232193,5.55064129829,2.061872959135,2.071691116585974,0.8798730421206008,1.3488457798975,2.061872959135,2.7632267475125,3.19788622856,3.4231964826594994,4.079237112997502
396,0.464455127716,12.1223890781,5.9271402359,5.969647805883453,2.5952979173733572,3.84058189392,5.9271402359,8.096326112745,9.495137929912,10.12028059959,11.005690364806
732,0.343878269196,8.0956299305,4.03038644791,4.047691200731449,1.729799399426005,2.63306951523,4.03038644791,5.46370244026,6.389335680006001,6.8132688522319995,7.3927757835404
67,0.304755210876,4.63038396835,2.17315459251,2.163338079528228,0.8679913130260528,1.44921219349,2.17315459251,2.879478931425,3.315935182568,3.527807188033,3.8308124113079995
397,0.337778568268,5.7147808075,2.81361722946,2.8313980945201442,1.1643499003171076,1.88533949852,2.81361722946,3.77408492565,4.4030894279520005,4.708532261847999,5.142479777334001
733,0.184332132339,3.8155477047,1.12511706352,1.1531171609360622,0.4530585984733555,0.8141250014305,1.12511706352,1.441761791705,1.7049433469750004,1.880989420414498,2.562592346669102
68,0.405404090881,3.87287545204,1.55263876915,1.541174573813676,0.5660777709952901,1.0833033323299999,1.55263876915,1.9737736582725,2.242370963093,2.4455236077319995,2.9043049430803034
398,0.266172409058,6.00937533379,2.0157346725450003,2.060964191478848,0.8174105974093765,1.445617496965,2.0157346725450003,2.579202353955,3.0753343820540002,3.4542176008219987,4.436400604245399
734,0.897459745407,6.22392511368,3.33714413643,3.348736090400364,1.293047700637464,2.25773143768,3.33714413643,4.43822622299,5.030644655228,5.399488401416,5.9056737136864
69,0.267459392548,6.77032399178,3.29912567139,3.2918160914860346,1.4386408820212964,2.0971471071275,3.29912567139,4.4787129759825,5.228945159909999,5.5606820225749996,6.024253699783398
399,0.556236505508,7.76264953613,3.970236063,4.011731869087485,1.6545836713508795,2.65512681007,3.970236063,5.37857198715,6.24809741974,6.6729729175540005,7.2123203849804
735,0.883662939072,11.0369410515,5.79550814629,5.854137085968336,2.4700447276544093,3.80349755287,5.79550814629,7.9253507852550005,9.19157314301,9.808136701585,10.58683562279
70,0.481797456741,7.34926176071,3.84034371376,3.838226050455856,1.6507390091125578,2.47368144989,3.84034371376,5.22056388855,6.063018369676,6.42357926369,6.914285593033201
736,0.2807970047,5.07855701447,2.12534070015,2.124798866260927,0.8745627689582146,1.40692818165,2.12534070015,2.83475005627,3.2830597877520007,3.5009611129750002,3.8238020753838002
400,0.449748039246,10.603014946,5.660962581634999,5.508505219594384,2.2717369536291714,3.6815029382675,5.660962581634999,7.3792814612374995,8.443710541723,8.9313228011095,9.6289230537437
71,0.370009899139,9.18112373352,4.5464797019950005,4.580973250427212,2.0016510965459213,2.9377722740175,4.5464797019950005,6.2251477837574996,7.308814072612,7.787286686894,8.437067530158698
737,0.217331171036,5.60103273392,2.691522955895,2.708674544689749,1.16763823536544,1.7504703402525,2.691522955895,3.6714054942125,4.284123539925,4.5729295015325,4.9667391896275
401,1.0651037693,7.66223096848,4.06424927711,4.0691018845226745,1.5581766583837031,2.74038636684,4.06424927711,5.40306198597,6.068954277038,6.531882596018,7.170526990893
72,0.358001470566,7.59954047203,2.76773285866,2.7850018777496746,1.212310174596218,1.79609632492,2.76773285866,3.72595238686,4.3329959392560005,4.651782703402,5.731542539596403
738,0.520726680756,6.34344768524,2.83098721504,2.8222369333693127,1.1186472722651715,1.89846086502,2.83098721504,3.73862230778,4.283834648136001,4.574780225751999,5.047880568500197
402,0.402184963226,10.7130410671,5.33470320702,5.3513828113542505,2.3170247123889087,3.4552507400500003,5.33470320702,7.25145161152,8.472119617464,9.041558074948,9.8196524381622
73,0.279816389084,6.71531701088,3.2951675653450003,3.303456760442663,1.4239914023834286,2.1301766634,3.2951675653450003,4.47683787346,5.22772049904,5.5614991784075,6.023212778565
739,0.598956346512,11.4202547073,5.808530926705,5.834100142592526,2.547594561177785,3.700978934765,5.808530926705,7.96091973782,9.276142644878,9.8762834548925,10.658017928604998
403,0.284918785095,5.40617322922,1.8810287714,1.9148942921928378,0.7209087418450906,1.3653023242925,1.8810287714,2.3998411297824997,2.8337772369370002,3.108100843432,3.8600167274484023
74,0.429903507233,13.3729584217,5.832008957859999,5.846362149304837,2.6264643082620935,3.6881452202775002,5.832008957859999,7.9899699687925,9.320796298977,9.939679789546997,11.23873353722
740,0.440493106842,9.10747337341,4.544033050535,4.536306847006444,1.9860499308934432,2.866752326485,4.544033050535,6.19017159939,7.2012814044989994,7.658985662457,8.280678968429
404,0.482843637466,4.82757687569,1.79302358627,1.8199552041659877,0.6142171563293627,1.36376094818,1.79302358627,2.18838620186,2.569852638242,2.871616458892,3.660482683182
